3	170.261763
4	161.195098	61.594942
5	140.074460	69.467365	93.134381
6	121.361491	49.922531	38.659372
7	145.727291	74.450101	48.288002
8	93.888774	53.043283	37.857876
9	89.788758	57.493024	32.247498
10	71.505812	43.554917	32.645188
11	63.253022	60.877950	38.341322
12	92.125547	55.860383	39.673004
13	71.461119	51.214589	35.357889
14	49.947031	39.865916	37.422063
15	48.197910	43.031884	35.470041
16	56.165205	38.764130	34.153166
17	45.926049	32.215007	31.482146
18	52.311397	35.153528	28.958410
19	43.874760	30.370183	29.929824
20	39.986068	33.266696	31.106385
21	48.423538	36.834760	28.708529
22	51.518580	32.863479	29.140001
23	44.198175	34.942584	29.320493
24	45.585700	27.835529	29.190833
25	39.829331	29.079882	26.412386
26	42.686099	29.838385	27.527763
27	45.957213	31.242172	26.429911
28	42.439687	25.968394	25.647073
29	44.298402	26.716461	26.182058
30	40.511839	29.464083	25.137176
