100	302.400555
200	352.153690
300	136.002876
400	62.191785
500	57.083454
600	64.849511
700	94.101873
800	110.552912
900	133.466724
1000	165.043344
1100	190.981012
1200	229.185774
1300	236.853040
1400	242.041115
1500	243.793296
1600	243.679631
1700	243.680818
1800	243.643322
1900	243.705786
2000	243.109090
